Author,Date,Rating,ReviewText,ReviewSource,IsLocalGuide,Review Count,PhotosCount,Likes,PhotoCount),PhotoURLs,HasOwnerResponse,OwnerResponse
Thăng Ngô,N/A,,"Everyone, before entering, please find out. The doctor re-examined it without any care. Making the illness worse prolongs the hospital stay to earn money. Give medicine randomly, take it up to 5 times a day, then pass the medicine and lie …",Google,False,3,2,1,0,,False,
Thị Diệu Hằng Nguyễn,N/A,,"- The service is too bad. Using the service, I expected peace of mind and comfort, but when I left the hospital, I got a bunch of frustration. The service must be rated worse than public hospitals.",Google,False,3,0,0,0,,True,Hoan My Binh Duong Hospital sincerely thanks you for your constructive contributions. The hospital would like to acknowledge and improve soon so that you can have better experiences in the future when using the services at the hospital. Wish you good health.
Kim Liên Hồ Thị,N/A,,"I had a very good experience when I went to this hospital. First of all, the hospital is very clean, the space is airy, creating a pleasant feeling right from the moment you enter. The staff is dedicated and the medical examination and …",Google,False,1,0,0,0,,False,
thaibinh nguyen,N/A,,"I took my mother to see a rheumatologist from Gia Lai. I've heard people recommend it so go and see. Going around the hospital, I saw a spacious car park, no fees, the hospital was clean and tidy. If you observe carefully, there will be no …",Google,False,3,0,0,0,,False,
Duong Thu Ly,N/A,,"I had a good experience at Hoan My Binh Duong Hospital. From the time I checked in to the time I left, everything happened quickly. The doctor was enthusiastic in examining and consulting, the nurse was also enthusiastic. Even though the …",Google,False,1,1,0,0,,False,
Vang Đỗ Thị Cẩm,N/A,,"Good and professional doctors, dedicated, friendly, clean and attentive medical staff. I have been examined at the hospital many times. The hospital is clean, the staff is enthusiastic, and the machinery and equipment are modern",Google,False,1,0,0,0,,False,
THANH THY ĐỖ,N/A,,"I went to the doctor and was very satisfied with the collection department. They were nice, explained easily, and worked quickly. The hospital is clean and has modern machinery",Google,False,1,0,0,0,,True,Hoan My Binh Duong Hospital would like to thank you.
Chuong Tranvan,N/A,,The doctor here is not professional. The ENT doctor is so bad. Insurance check-up costs more than service check-up...first and last time,Google,False,2,0,0,0,,False,
Ly Nguyễn,N/A,,"The hospital is clean, airy, with many trees. The doctor advises and explains to the patient enthusiastically and thoughtfully. Test results are faster than other hospitals",Google,False,1,0,0,0,,False,
Thoa Ngô,N/A,,"The hospital's doctors don't have a heart, they bully the patient at the nose and throat, come here to examine the patient and stay in the hospital, then make the patient stay longer, even with insurance, it costs 2 million each day. Anyone …",Google,False,1,0,0,0,,False,
Phương Lê thị Uyên,N/A,,"The hospital is airy and clean. Friendly staff, enthusiastic to support patients. When I went to see a doctor and didn't know where to go, I asked the staff and they gave me dedicated, easy-to-understand instructions. Elderly people or people with difficulty moving have staff to provide timely and reasonable support",Google,False,1,0,0,0,,False,
Hiểu Nguyễn,N/A,,Today my wife was discharged from the maternity ward and I am very satisfied with the services and doctors and nurses here.,Google,False,1,0,0,0,,True,"Thank you for sharing your positive experience at the hospital, this is the motivation for us to continue our efforts to bring better service quality to you. Hoan My Binh Duong Hospital would like to thank you."
tran nghia,N/A,,"My family and I have been examined and hospitalized at the Hospital many times. I am very satisfied with the service at Hoan My Binh Duong Hospital. Warm staff, dedicated consulting doctors. This is a reliable address for those who need …",Google,False,1,2,0,2,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DiPegb0OnEY5wYJPTSXKB2AsjbQCxtTBPuYp4S7xwl87Rgxn8Ws7t-Da5boLjmeEcVLXqNHKjBjG9P7NiACUfMtLVLKpYwNptNZ8ckyXIWSIkVOPHO2ZG_vViSwIE0SbAyL9gKaQ=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BC4UL2xle0Y-ox7OgPT6Z-cQuCd4VsDzEI2vYHgNFgFRNuvYKZ2VaXGonklzziAFdEwkJmeMn6Jen4RHd4QV4LD8jySsDIwOpWny2kKslvBK5ToQxLClGPp3BYFZpdiBz4KFE=w300-h450-p",False,
Vanchien Nguyen,N/A,,"The quality of service at this hospital is truly impressive. The team of doctors and medical staff are not only highly qualified but also always show a dedicated and thoughtful attitude in caring for patients. In particular, the staff …",Google,False,2,0,1,0,,False,
Toản Nguyễn,N/A,,"The hospital has a spacious, free parking lot. Enthusiastic doctors, modern equipment and health insurance benefits,",Google,False,2,1,0,0,,False,
tuyet le,N/A,,"The hospital is clean, the staff are enthusiastic and cheerful, the doctors give detailed instructions, the waiting area to get medicine is also equipped with an essential oil diffuser. The hospital is constantly innovating, I have never felt disappointed when coming here for examination.",Google,False,2,2,0,0,,False,
Oanh Trịnh,N/A,,"The hospital is clean and airy. I came here to check the service and found it okay. The hospital was quite crowded, but the day I went I was lucky enough to meet a nurse named Bich who enthusiastically guided me.",Google,False,1,2,0,0,,True,"Thank you for sharing your positive experience at the hospital, this is the motivation for us to continue our efforts to bring better service quality to you. Hoan My Binh Duong Hospital would like to thank you."
Ngôi Sao Bay,N/A,,"The hospital is clean, modern, covered by insurance, has a spacious parking lot and is sent free when registering for examination. Dedicated and highly professional doctors.",Google,True,1,1,0,0,,False,
Giàu Nguyễn,N/A,,"Assistants, nurses, and caregivers have terrible attitudes. They're examining a patient right now, and there's no one to replace them. They're making them wait until early afternoon. There's no information for them to arrange for them to come in for an examination first.",Google,False,2,0,0,0,,True,Hoan My Binh Duong Hospital sincerely thanks you for your constructive contributions. The hospital would like to take note and will improve soon so that you can have better experiences in the future when using the services at the hospital. Wish you good health.
luan doan,N/A,,"The hospital is clean, the doctors and nurses are enthusiastic and caring.",Google,False,3,0,0,0,,True,Thank you for sharing your positive experience at the hospital. This is the motivation for us to continue to strive to bring you better and better service quality. Hoan My Binh Duong Hospital would like to thank you.
Chi Nguyen,N/A,,"Thank you Dr. Trang and the obstetrics team at HMBD hospital for helping me have a wonderful birth experience. The hospital is clean, airy, reasonably priced,",Google,False,1,0,0,0,,False,
Trần Đăng Khoa,N/A,,"Test results are returned earlier than the scheduled time. The doctors and nurses at the hospital are highly professional, communicate gently and are always willing to give advice and dedicated support to patients.",Google,False,1,0,0,0,,False,
Linh Mong,N/A,,"I have been examined here many times, the hospital is clean and airy, the doctors and staff are very enthusiastic, patients who come for examination are thoroughly guided from the stage of registration to receiving medicine.",Google,False,1,0,0,0,,False,
Võ Thị Hoài,N/A,,I went to the Ear-Nose-Throat clinic because I had a long-term cough that wouldn't go away 3 months after giving birth. Receive enthusiastic examination by the doctor and instructions on how to avoid the disease to recover quickly. Seems …,Google,False,2,0,0,0,,False,
Duyên,N/A,,I'm a bit skeptical of the doctor's expertise. I have a broken bone but I don't even know what's going on in the movie.,Google,False,2,0,0,0,,True,Hoan My Binh Duong Hospital sincerely thanks you for your constructive contributions. The hospital would like to acknowledge and improve soon so that you can have better experiences in the future when using the services at the hospital. Wish you good health
Tung Cao Thanh,N/A,,"The hospital is clean, the doctors are enthusiastic, the equipment is modern. I am very satisfied when bringing my family members here for medical examination and treatment.",Google,False,1,0,0,0,,False,
giau nguyen thi,N/A,,"The doctor doesn't know if he has the right education or not, but his attitude towards patients is like a fish seller. Nguyen Thai Binh of the ultrasound department, the board of directors should review their attitude. Besides, there are a …",Google,False,1,0,0,0,,False,
Hương Quảng,N/A,,"No one wants to get sick, but honestly, if I have any health problems, I will choose this hospital. Going to the doctor and receiving gentle care from the nurses, careful advice and thoughtful advice from the doctor... makes the bad feeling …",Google,False,1,0,0,0,,False,
Hieu Le,N/A,,"It's been 5 years and now I'm telling everyone to be alert. In November 2020, my wife gave birth to a baby here. The nurses and doctors here have no idea how her baby was born with cyanotic suffocation. To this day, she still has the …",Google,True,6,0,0,0,,False,
Thủy ngô,N/A,,"The hospital is the worst hospital I have ever seen, the hospital fees are high, the doctor's skills are so bad that even the basic cotton removal process is not complete, I advise you to avoid it.",Google,False,3,0,0,0,,False,
