Author,Date,Rating,ReviewText,ReviewSource,IsLocalGuide,Review Count,PhotosCount,Likes,PhotoCount),PhotoURLs,HasOwnerResponse,OwnerResponse
Kiên Minh,N/A,,We recommend that the hospital review the attitude of Dr. Nguyen Sy Kiet (general surgery department) because of his lack of professionalism and anger and then take it out on the patient. It's best not to treat the disease directly on the …,Google,False,2,0,0,0,,True,"Hello, the hospital would like you to provide more specific information via Hotline 0888 015 777 so that the hospital has specific information to improve service quality better and better. Best regards !"
Thu Nguyễn,N/A,,"In such a large private hospital, examining children is superficial and does not pay attention to the child's medical condition. The child had measles but had a blood test but didn't even bother to hear the symptoms from the parents, so he …",Google,False,1,0,0,0,,False,
han huynh kha,N/A,,"The hospital has nurses who are clearly instructed when entering the lobby. When you go in for a check-up, the doctor is cheerful.",Google,False,1,0,0,0,,False,
PHƯƠNG NGUYỄN DUY,N/A,,"My baby fell and his hand was swollen. On the 28th of Tet, we took him to the hospital for an X-ray. We waited for nearly 5 hours. 3 or 4 doctors looked at him, but they were still sure that he had a sprain, not a broken bone. The temporary …",Google,False,2,0,0,0,,True,"Hello, sorry for the bad experience you encountered. We hope you will provide more specific information via Hotline 0888 015 777 so that the hospital can check, verify information and improve service quality better. Best regards !"
Điền Lê,N/A,,"Priority is given to pregnant women for medical examination and treatment, but when given the examination certificate, they are told to wait because many priority cases do not inform about how long they have to wait and when to be served. …",Google,False,1,0,0,0,,False,
Tuấn Phạm,N/A,,"Is the hotline still working? If it's not working, close the clinic. The phone is never answered.",Google,False,2,0,0,0,,False,
Phia Kim Sa,N/A,,Customer Service Center. CLS provides dedicated service with solid expertise.,Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90AHZLTDKPy8sw0q6YPRi1htJ8T4Uvw1gb1NsN7eCnpmPunPLfAwIEaW3OD--GRlhUwyPDlwPMMr0FheeYrTJQCjAblm2GQ1Vm4Deze-CBbrWLvCTqyqjrGLbfoF33BUfH0qUmva4g=w600-h450-p,False,
Thọ Đình,N/A,,"I had an itchy rash. After the test, the doctor said it was negative. I took the test paper and went to Dong Nai to check and it was positive. The doctor didn't know how to read it so I could read the results. What a funny hospital.",Google,False,1,5,0,0,,True,"Hello, if you have any questions about the examination results, please provide specific information via Hotline 0888015777 so the hospital can check and respond with specific information. Best regards !"
Anhh Lann,N/A,,The hospital provides dedicated and thoughtful service. 10 points,Google,False,3,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90AUWbqdYpu4hnL_3wg9IZeNNLIkodZ-Ig6QzgtKvh73FJ70234Auqqiev9u9IjGDvRPBk2ByFdUW_FX0NBIb9Gm1w5Mb_jnk_liS9rwWV_ynWkDZiGCqU48PwiWsRx_RpA0pJWZ=w600-h450-p,False,
Thảo Nguyễn,N/A,,"On April 7, my children were examined and admitted to the hospital and received dedicated, cheerful, and friendly service. The doctors and staff did the hospital admission procedures very well and thoroughly.",Google,False,1,0,0,0,,True,Thank you. Wishing you and your family always healthy and safe!
Be Nhu,N/A,,"This hospital knows how to treat patients very well
Nursing attitude is rude
The doctor answered bluntly …",Google,False,1,0,0,0,,False,
Trân Huỳnh,N/A,,"I was very satisfied with the hospital check-up today, at 12 noon, but the customer service center staff still gave good advice and the doctor examined me carefully.",Google,False,1,0,0,0,,True,Thank you. Wishing you and your family always healthy and safe!
Chau Phan,N/A,,"Doesn't take good care of patients and only knows how to take people's money. After a cesarean section, I was discharged from the hospital without a single pill, and the baby didn't have an umbilical cord pad.",Google,False,1,0,0,0,,True,"Hello, the hospital would like you to provide more specific information via Hotline 0888 015 777 so that the hospital has specific information to improve service quality better and better. Best regards !"
Nới Nguyễn Thị,N/A,,"During the medical examination here, the doctors who advise and examine are very enthusiastic and cheerful. Anyone who is sick or needs a health check-up should come to this hospital 🌹🌹♥️♥️ …",Google,False,1,0,1,0,,False,
Ngan Le,N/A,,Today's general check-up is 15% off. The consultants are very happy and enthusiastic. The staff and doctors are happy and examine thoroughly.,Google,False,1,0,0,0,,False,
ngoc nguyen,N/A,,The hospital only accepts patients before 3:00 p.m. and does not accept patients after 3:00 p.m. Including services.,Google,False,3,2,0,0,,False,
Guoqiang Duan,N/A,,"There are many mosquitoes in the pediatric and infectious disease wards, and there are also many mosquitoes in the corridors. Some nurses have poor skills, can't draw blood or give injections properly, and have bad tempers. It's a very bad hospitalization experience.",Google,True,4,7,0,0,,False,
Hải Lê,N/A,,"Went to the doctor at 6 a.m., number 9. Abdominal ultrasound, blood tests, X-rays. By 9:00 a.m. the results were back, but by 10:00 a.m. there was still no call back. Worthy of 1 star.",Google,False,1,0,0,0,,True,"Hello, sorry for the bad experience you encountered. We hope you will provide more specific information via Hotline 0888 015 777 so that the hospital can check, verify information and improve service quality. Best regards !"
1996 Gorden,N/A,,"This hospital is really good. People just come in and ask, they don't do any examination because they already have a prescription in the system. What is the purpose of falsifying the prescription on there???",Google,False,1,0,0,0,,True,"Hello, we don't understand what you mean. Please provide specific information via Hotline 0888015777, or go to the Hospital's zalo 0941 377 593 so we can check the information and respond. The hospital always strictly complies with medical … More"
Em Gam,N/A,,"I was examined here twice, once for the urology service and I was not satisfied because the cashier spoke very unpleasantly to the service. This time, when I had a dental check-up using insurance, I was very satisfied with the hospital's doctors and nurses. They were attentive and spoke softly.",Google,False,3,0,0,0,,True,Thank you for coming to health care at MPH and taking the time to give your feedback to the hospital. The hospital will review and fix the bad parts. Wishing you good health and happiness!
Phi Hổ Lê,N/A,,"Any aunts or uncles who are planning to go to this hospital should reconsider, because this hospital doesn't diagnose any diseases, but it's good to save money and want to clear their pockets.",Google,False,2,1,1,0,,True,"Hello, the hospital would like you to provide more specific information via Hotline 0888 015 777 so that the hospital can respond as quickly as possible.
. Best regards !"
Oanh Lê Kiều,N/A,,"When you go to the doctor for a sore throat and mute voice, tell the doctor that you're breastfeeding so he can prescribe medicine. The doctor said it's okay at this stage, taking the medicine won't affect the milk much. When I got home …",Google,False,1,0,0,0,,False,
Trang Phạm,N/A,,"Doctors are slow at work, have slow attitudes, report illness, and don't take good care of patients :) yin ——— why :)",Google,False,1,0,0,0,,True,"Hello, the hospital would like you to provide more specific information via Hotline 0888 015 777 so that the hospital has specific information to improve service quality better and better. Best regards ! … More"
Mạnh Trần,N/A,,"Slow working style
The hospital tried to come in to examine the baby but waited for more than 2 hours and still wasn't examined …",Google,True,31,146,22,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Cq8U2OQ2gMYwFnRpZKyTQrTnZ4ERkth3xMqZNpNnHDVtfNvemvTHSyMTO_TktVj-oh78qj3YCMzZmAi1mAzVUxrqfCQuKFz9fgu0B_LLR8MxVWMXgANEsC5XQC2wuDVoApbO5odA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90C1lhEOa6V9TnqBF_2Tf0dX3cHed4WPeMGlxbiKCX6WVAjiLq_S7egXWtD1fEvKGQKmujnTW1VvMZVZ1OL0CiyYVKY2io74NttOribyEbLff7O7Mu2zRm-zM0zwiDXU6bccndV_=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AGj4-eWj-CPP8rzgu7jqzj-Ut-5HPRMFCPybg1MsRKQclPcD2WhxdY5EGRNCIFlq_tHG0WeeM4y60maUy-e9hOSVhGnYW-E-qd4TxWXad5lFm8W7NM4s7lu2Zqyvv3Vjo0l-dj=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DMZVTN7_8yFooplU5BClYZ05BUdjQ6Ks0KzLY-7-0gKuDPaK1nnqtWw9ckCVWltNp8SmVcpCRI_9PuGd5iKIZgmQjPTU_skZYRyuWXxGTAxZ6TjW_5L1KZLlu4KKMuVCaL_3qU=w300-h225-p",False,
Tài Nguyễn,N/A,,"The service is like an organization that doesn't specialize in pain relief and sex. The security guards are an uneducated group like the shift at 9:20 p.m. on March 20, 2025.",Google,False,2,0,0,0,,False,
Hồng Huệ,N/A,,Often people are afraid to go to the doctor because they have to wait for a long time and are tired. I have the same mentality as everyone else. But when I went to My Phuoc General Hospital (MPH) for medical examination/emergency/inpatient …,Google,False,3,4,6,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Dh0RXpOiG-QB_RCzflzDG2_dlhB3WMJvTed81V9U-2NN9vpRugc9ZeCdO7fBCljrarY3YYkDvye8Um8xClAE73PTNJ8g-3gULbA4ehC1TSOo6KT1nYjAa8F3yF4ur0JmHw6m7y9Q=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Dpmk4Z_7EVYA8zpcgUQP8D8tlg5NthT51OUJt-zq3bdzLdYEKPMcjrg8--GoGmUnrJHmTB0chDD_6dBtvFTuOLQoWHsmDjuI6_O8-98FtnBDai0Otw5kG42RcuNzZZWmonyg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Bw6hwGUpZ4hseJuolRPXLlRgJMm8jpfp31Z5Q9UWUXU9LzRjaiN5IHoebF3PQlNwXW9qsDdQx-uL8cpTvWEkONNAUWvsG-Cc5YwHXyYvbCWgztBjBFSb52B0rl6-12P45XdKsi=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CKJggJX9dlRq4dVd3hCAsADMR6F7hEq0eaFUur1taJzYQszpaR42Ml7HI20-XXeE2QsK7yZKq7dHq6LDNrvZyM-nr5NHa6DlkZ9i7tI5f2vyO_qTfOlHZepEzxhP55ZWuZ-SpF=w300-h225-p",True,"Thank you very much, wish you good health and happiness"
Huỳnh Danh,N/A,,"Doctors and nurses are dedicated, but how come the people below only criticize?",Google,False,2,0,0,0,,False,
Lang Im,N/A,,Hospital staff welcomes and advises and guides examination enthusiastically,Google,False,1,0,0,0,,True,Thank you. Wishing you and your family always healthy and safe!
Du Lịch Miền Đông Nam Bộ- Travel in South East VN,N/A,,"As a general hospital with spacious and majestic infrastructure in the Ben Cat area with investment from owner Becamex, My Phuoc General Hospital has an important position because it is located in the area adjacent to many large industrial …",Google,True,174,821,16,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90B3OoWR7ebLn4sAU2bioK9l3xU602o9AJxgI3XDADLQ6zWMStHeQInCWi_TG5FqVyotMH7gKwaGw6fOdm9Ad913caEarrF1KYUeU_B6dSdQcbiGdSu8HD6-xC7zTl79tqaJdJ1E=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BKvXM-S-Tewycmahg5gHSAl8GttYN7A-RiJar1C-5--lPL0DZkGU22lCQiKxhDwXRtJlJe-_sOpw4VIA1954CNxzR1YyV4KaeEhXdvbQFck7qqK5W-wFOBvJ7abahi4iKnSPEb=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CbOkBCm-rTODFm5C6GVCYYNJPKYeqgxlkE7K0N_L3_QzrIex3SvZMRPqLYRmz3yzbne5GI4UcINMqmdrn8-V_PdJn1ylMWNa-soj7y9xbnm1270nVybGdfyAhxxeM_ujvN0EX-=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B3P0CpZpqZ9hKuCx5N3_sDWka6UypE52hkTCyoDwfhYvT0Gf47Y7ELiQIvd9wYsRb2YloOwfGIgG2ggM_TT2DJ3Pbjrc8fCUZOAPFFh0z-xQ3s5Pw18XnxTHA7JQpVVmREpbNb=w300-h225-p",False,
Hạnh Chi & Vũ Giang Official,N/A,,The imexpharm company came for a medical check-up at BVMP to provide warm welcome and guidance,Google,False,2,7,0,0,,True,Thank you. Wishing you and your family always healthy and safe!
Mai Vu,N/A,,"Customer Service Center, all the staff in this room are very cute, attentive, enthusiastic, and friendly.",Google,False,1,1,1,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BBfzlvs0nw1u2S60FtvapkR3qplFuiXIrv7B3BNAiHo0xXMsFqV0ezQ_w_XTkZ5Ze8PeZl-BFLtMjuLy5TL0FCcfs17Mj-BqOUq0tFMPGOvVakrC1mXk75-7KhAb0ZzC5Bnnq4Vw=w600-h450-p,True,"Thank you for coming to health care at MPH. To update medical service information, please follow the Hospital's official fanpage: https://www.facebook.com/benhvienmyphuoc/ … More"
Bảo Trân Nguyễn Phúc,N/A,,"Good service, dedicated staff instructing patients, full equipment to satisfy patients very well",Google,False,1,0,0,0,,True,Thank you. Wishing you and your family always healthy and safe!
Hằng Phượng,N/A,,"Why didn't the hospital announce that they would only work until 3:30 p.m. and would no longer examine patients after 3:30 p.m., leaving the patient to travel 15km to the hospital and then have to go home again?",Google,False,1,0,0,0,,False,
Sytuan Ho,N/A,,"The hospital examined OK, quickly, the medical staff was very enthusiastic. Although the cost is higher than in neighboring parks.",Google,False,2,0,0,0,,True,Thank you for coming to the hospital for health care. Wishing you and your family always healthy and safe!
Tấn Khoa Lê,N/A,,"The hospital is quite beautiful, modern, airy, and the landscape has been invested in so it is quite beautiful. There is convenient parking. Happy and enthusiastic staff.",Google,True,55,79,3,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90AYtbvGp90Js6UGeDmyRO1yrF-f7ZwZDgCed8SgpSsV5KqFz-wzG72jFNWACgAFOWjAsFGME-W-OnUvhmniNMEypI_vWryExQkJ2dnePKJbjKAhTGPOrAmrvk_VuPj26CAiCj4g=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AUZsIZHzZ-T0vyASRUNoafLaGHVAOXYvPsXEWgltlwGQCn5-yf6kFMFAQnW6BD5yzCUVPioUENHpGYzk0gaSMTCiuWioE1-6W22f9YJPTNGAis8__aVZjGp6fOMTaiqhOfJxg1=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CJKqW0R2mXl2C1R0xwEvZnu_BEk5Qd5sL_8OFlO-pJ-DaxVSSTxFs65iRQ3GuRFZmq4gBCqyQoZNgQtq99fty6geYHw2FpvugkqoRIMj7D0yfvX8v2inkAFtC-DK4u9J0OQTAd=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Bt3nmjwJDu1X0eaOSkV2QxT6ERv2XTjx0KBHApoFhp7akVmXZLCCwdKAOl9nsO1QA6IK-IEzu2yoaPRYHx9D37KzrfG05suTKLMxx3nbih75lB-Io1KKsjaA9bJSO7oZbB-b3J=w300-h225-p",False,
DIỆU VY TRẦN,N/A,,"The first examination experience was very OK. Service staff provides detailed consultation and general examination, 2 calls are appropriate.",Google,False,3,0,0,0,,True,Thank you for coming to the hospital for health care. Wishing you and your family always healthy and safe!
Thinh Nguyen Duy,N/A,,"There are no patients and work is slow, taking X-rays and making patients wait 45 minutes even though there aren't many patients.",Google,True,67,98,0,0,,False,
Lethihuynhnhu Le,N/A,,"Doctor examines and cures quickly, lovely staff",Google,False,7,4,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DJJS8ZT5fwOD55Wvk1iCAhy9WDK-T-Bvhw-__m050lVYOhgvtWIxAYeDIXlM-0wIswCgWhCovE3ZGkhZhNmZd-9NJL2Uu458PbqkeFsDMweaSvJnWpk2RPacAFT4PqV10TUctz=w600-h450-p,True,"Thank you for coming to health care at MPH. To update medical service information, please follow the Hospital's official fanpage: https://www.facebook.com/benhvienmyphuoc/ … More"
Hân Trương,N/A,,Satisfied with the enthusiastic consultation on the delivery package at BVMP's customer service.,Google,False,1,0,0,0,,False,
Pham Phuong,N/A,,"The doctor did the fetal ultrasound in room number 7, the female doctor was still young :) deposit with the patient. lose,
3 stars because the nurses are cheerful and enthusiastic",Google,False,1,0,0,0,,True,"Hello, I am very sorry if you have had a bad experience. Please provide more specific information about the incident via Hotline 0888 015 777 so that the hospital can check and fix it if it is true as you reported. Wishing you and your family always happy."
Lê Thành Hòa,N/A,,"On February 17, I examined room number 10, TT 33 from 8:00 a.m., and was not examined until nearly 11:00 a.m. Waiting is tiring",Google,False,1,0,0,0,,True,"Hello, sorry for the bad experience you encountered. Your comments will help the hospital to check and improve to improve service quality. Best regards !"
Linh Vu,N/A,,"The hospital's service is very good, dedicated and thoughtful.",Google,False,1,0,0,0,,True,Thank you. Wishing you and your family always healthy and safe!
Muối Tiêu,N/A,,"The cashier said bad things about the person who came for the examination because they didn't even know, but everyone had a dirty face, probably because of their physical condition 🤡🤡, the hospital waited for a long time and was tiring. …",Google,False,1,0,0,0,,True,"Hello, I am very sorry if you have had a bad experience. Please provide more specific information about the incident via Hotline 0888 015 777 so that the hospital can check and fix it if it is true as you reported. Wishing you and your family always happy."
Tài Nguyễn Văn,N/A,,Can I ask how much the birth service here costs? Does it have health insurance?,Google,False,1,0,0,0,,True,"Hello, if you need further advice and information about hospital birth services, you can contact Hotline 0888 015 777 for specific advice."
Sen Đóa,N/A,,"What kind of hospital is this?

Whoever went to the clinic first, came in first here …",Google,False,1,1,6,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CHjOfbcikyJ8Tv3eN_V6tTeJ36IC7cV1fb_9kpCtNOhqdrbobtXdr6gKRj9EVcYb4aZmAbRjXJx0rFCAZdK7ttO2qfLD1a2mbJ08a24kllhkwzmlNtrl0qsOCfw_5ChDcGxYAmTg=w600-h450-p,True,"Hello, I am very sorry for the bad experience you encountered. Please provide more information about the patient and the time of examination in the message or Hotline 0888 015 777 so that the hospital can check again and if so, the hospital will take measures to discipline the staff. Thank you, wish you good health!"
Thị Mỹ Bình Nguyễn,N/A,,"When you go to DK in the lobby, the children will give you dedicated instructions when doing CLS. When you come in, ask for clear and very cute instructions",Google,False,1,0,0,0,,False,
Jon Nie,N/A,,"I would like to give a few comments to My Phuoc General Hospital. This is the second time, so I can't stand it anymore. I would like to tell everyone who goes to My Phuoc Hospital: the first time I took my wife to the emergency room, my …",Google,False,4,5,3,0,,False,
Salam Thach,N/A,,The patient's hospital staff had a chance to check in with the doctor from the province,Google,False,1,0,0,0,,False,
Thanh Hai Le,N/A,,"The team of doctors and nurses in the orthopedic trauma department takes care of patients enthusiastically, kindly and thoughtfully. Feeling very satisfied staying here.",Google,False,1,1,1,0,,True,"Thank you for coming to MPH for health care. The hospital is constantly improving its services to serve patients/customers quickly and effectively. To update information on medical services, please follow the hospital's official fanpage: … More"
nga quynh,N/A,,"I have been examining My Phuoc Hospital for many years. The staff is very enthusiastic, any questions or information requests are enthusiastically answered.",Google,False,3,1,4,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90De4vMcb_wdSIWSXNkXShuZRvhEItqx_xOp9StvJeBTCBpcsT8AGslM0b3_9csO0EmujSMrcOcDqIxSD_kJUlPt2KxfaKEpxqBTc6jTGmESioBPAifvePqtfPHbIZsukA70JrY=w600-h450-p,True,Thank you for coming to MPH for health care. The hospital is constantly improving its services to better care for patients/customers. Wishing you good health and happiness.
Thikiem Nguyen,N/A,,"I am a patient in the CT department. During the treatment, I was treated by nurses and doctors who were friendly, cheerful, enthusiastic, and ok. Thank you very much.",Google,False,1,0,1,0,,False,
Tính Poli_xixi,N/A,,"Go to the doctor early for fear of being late. They say you'll get the results at 3:30 p.m. and wait until 3:55 p.m., but you don't get the results. You just see the doctor close the clinic door and turn off the lights and go home, while there are still many patients waiting.",Google,True,34,102,22,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90BKlzNG09iJau3Cp1gk3kiF3OIhQteGuVQDvGFDo-3Owwec96WZ9BBsbhckRoLm0aBD1ybopuJ5EqWVZ_XHONbEMYW_cKllNKCgFi7E8qMuTzYLvGlvW5S9f3SRyuW_CqrlaBA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AIDag2s0zdEKabJrMdwOKTppKcBEDa8-9BWxOfAzFLSrrLKhd4EMSRdM2XAmhYmTzxRB09rzapzaoTpOshVwYNRZcHrNCroAAZRz9zw7yjLlUn1oVYn47W-McFGLMX5R2bPgCRPQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BPYD4vpQsNtlF0w7EYBNaE2n6OgZUEXlaW7vCm2IslbCfd_IbUs3HskXBhMZ02ew6Zu2rTcDfz5mNMJGjX2pY3z46u5bdYNsuXj6XT9yImQE7hO9j-Oy5KpiTBDzpLUC6y_hUM=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CE6Y31bDV6scdG_NC2OsRW7a25-QLKCsHqxQaEKMm-_DTCOCAjPvbIDA3x_Lw8RFWW8IpsLdc_Qb4sbvvxFFgEYpDkri1tNoYvhybuMPWXM4wO-T2vCbF9KQxe9jnanSY6Vhh85g=w300-h225-p",False,
Nguyen Hieu,N/A,,"Nguyen Van Manh is being treated in the orthopedic trauma department. During his treatment, he was taken care of wholeheartedly and thoughtfully by the nurses and doctors.",Google,False,2,0,0,0,,False,
Văn Đạt Nguyễn,N/A,,"Hello, I have a question to ask at My Phuoc General Hospital",Google,False,2,0,0,0,,True,"Hello, the hospital would like you to provide more specific information via Hotline 0888 015 777 so that the hospital has specific information to improve service quality better and better. Best regards !"
Phước Thien,N/A,,Do you have examination on Saturday and Sunday?,Google,False,1,0,0,0,,False,
Thêm Nguyen,N/A,,"The glasses room service is very cute, I really like it, the eye examination is also ok.",Google,False,1,0,0,0,,False,
Thuy Hang,N/A,,"The emergency room of the labor and delivery department is truly inhumane. The hospital lacks humanity🙂. For the first time, I saw a hospital arrange for pregnant women with miscarriages to lie with pregnant women giving birth …",Google,False,4,0,0,0,,True,"Hello, the emergency room is a general admission area. After the registration period, the hospital will classify patients into groups. We hope you understand and wish you good health!"
Quảng Đăng,N/A,,Service is getting worse and worse. The examination at the inauguration was very good. I recently went for a check-up and missed out on the general check-up package. Met the day the software was changed and waited all morning without being able to check it. Hjx hjx so sui...,Google,True,153,74,3,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BEObGe4PfpLlkFUhyXH3DWw7MXppSXXI93iTCoYsAmOqTDYXllRQIKLrPPjuUuKnBAp61IhrWQ34MGffMI_U0iW72muI2RrYrR6ULv5z6SG4IXufYxDmYhLC_sDIDqpGEmBQ5r=w600-h450-p,False,
Ngọc Hà Đổ thị,N/A,,"Good customer service, enthusiastic doctor",Google,False,1,0,0,0,,False,
VINH NGUYEN,N/A,,Family members are taking care of arranging the advance payment. The doctor's attitude and disdainful words.,Google,False,1,0,0,0,,True,"Hello, sorry for the bad experience you encountered. We hope you will provide more specific information via Hotline 0888 015 777 so that the hospital can check, verify information and improve service quality better. Best regards !"
Baka Nhân,N/A,,"Company health check-up, staff and doctor are very nice, attentive, guide each area to do, examine carefully.",Google,False,2,2,4,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90By1Tv0QI50tACcYHMmSz6Q2sd6W5BJHkXfMZsLuh7tWeLjJJoUjx2VGOsqjA6bNbMtwlMJpKL8tqf8-gDYJ7CtWaQyTxr_uZKZvW2W5LF6Ry2d35IonoxTix4JJ6ycgPYpL4c=w600-h450-p,True,"Thank you for coming to MPH for health care. To update information on medical services, please follow the Hospital's official fanpage: https://www.facebook.com/benhvienmyphuoc/ … More"
Thuy Tran,N/A,,Testing staff and customer service staff are friendly and give good advice,Google,False,1,1,0,0,,True,"Thank you for coming to MPH for health care. To update information on medical services, please follow the Hospital's official fanpage: https://www.facebook.com/benhvienmyphuoc/ … More"
