Author,Date,Rating,ReviewText,ReviewSource,IsLocalGuide,Review Count,PhotosCount,Likes,PhotoCount),PhotoURLs,HasOwnerResponse,OwnerResponse
thanh lê,N/A,,"The service is ok, it's a private hospital so I won't mention the price. From the emergency to the examination, the staff are enthusiastic and dedicated. The problem I encountered today, when I was doing the discharge papers, the nurse said …",Google,False,2,1,0,0,,False,
Lam Hoa,N/A,,"At 3:00 p.m. on March 24, 2025, I went for a general check-up here. The female employee who made my medical examination paper had a grumpy attitude and spoke in a loud voice, which was annoying. Need to review the staff's attitude, I spent money to use medical services but thought I was asking for help. Extremely bad attitude!",Google,False,1,0,1,0,,False,
Mr Henry,N/A,,The service here is quite good. The doctor consulted and examined enthusiastically. Spacious facilities and modern equipment. There is a record of the patient's examination history.,Google,True,93,362,3,0,,False,
Thị Hà Hoàng,N/A,,"I would like to thank Doctor Vu Dinh Khoi for his dedication and care for his patients. He is both professional, knowledgeable, and compassionate. Patients are very respectful and grateful to Doctor Vu Dinh Khoi. PATIENT HONG THANH Ha and …",Google,False,2,0,0,0,,False,
tay hue,N/A,,The doctor is enthusiastic but the female cashier wearing glasses looks like my grandmother and has an attitude that I hate.,Google,False,2,0,0,0,,False,
Tran AN,N/A,,"The hospital is neither new nor old. Compared to before, the doctors and staff seem a bit more welcoming. Medical examination and treatment are also normal, sometimes given a lot of vitamin C. Disadvantage: the medical examination process …",Google,True,40,92,1,0,,False,
Phúc Anh Mart Dĩ An Bình Dương,N/A,,"My real experience. Sinusitis, deviated septum. The consulting doctor cares about the patient. The surgical team is cheerful and professional. Patient rooms, hallways, and restrooms are clean. The nurse is gentle and polite. Thank you Medic hospital",Google,True,107,365,2,0,,False,
Baby Queen,N/A,,"went to the health check for work, but when I went to the eye clinic, my eyes were weak and I was criticized. If I can't see, people can't read. And they said my customers' eyes and noses are where they are. What's wrong? How can I talk to them so they sound more charming?",Google,False,3,0,0,0,,False,
quang trương,N/A,,- Come in for a checkup. There were a lot of people sitting and waiting. But the staff always prioritizes making payment slips first. Let the patient who registered for the examination sit and wait. …,Google,True,47,92,4,3,"https://lh3.googleusercontent.com/geougc-cs/AB3l90AdsxDZK0RvkzxG3hBveGj5WJxD_je6EfgbOVuvj6IBTcP6ybQo7lTX59wUVZZetHQ4pKE4lKYTTKlPAkL6SG8ggNf7zIniVpdBp_HyCp80qsYpYhs7RI7-6f_LLDH-Jo9oor8n=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BR05BKjT-IfPFJpjZPCXLyfObDXwvXNTcxNO95afZISNEUfTbp5LBo667tiTEAYoHwkCRnsmid48prHrMgBb7qEMMlCY_qw9DRaIw5hvTsfaE9w-zF8e49MnKZKgLxm7v3dU-a=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BE1IbF4RMypIYirgKc5XMnLEOCvEyEzch1SFh0woy5MDw8cIljgXFZQWuNtbmT3WjEwfZPwFn-kcIDYfkgVyEVCkR6iEMB2jqr0SmCzMckl6WRv2EF-yBNfNexw-2kfQ3wvoTE=w300-h225-p",False,
Nhu Nguyen Huynh,N/A,,"I am impressed with the speed and efficiency of medical examination and treatment here. From registration to the end of the examination, everything went very smoothly. The hospital has modern equipment, helping to diagnose diseases more accurately",Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DgyQle_TzLWCLPki859AFOC79W63ouIecIEmaShJAvVmYCwnLRZwMgFhSBbU225Diltyq1dnYjG9Rrqeiag5jqsrFsDI3MzktrufddozP8dk6HCbev-ZFEUbenPb3_8D_YZn37EQ=w600-h450-p,False,
Thành Trung Nguyễn,N/A,,"The room staff was not on duty for half an hour, the IT and lobby staff lacked knowledge, did not even look at the returned records before sending the patient. The doctor was like a quack, examined the driver and did not pass the test for …",Google,False,1,0,0,0,,False,
Nam Hoàng,N/A,,"I took my wife to the prenatal check-up at 6pm. Before, I went to the doctor in the morning and found the doctor to be a very enthusiastic nurse. But today, I was busy so I went to the doctor in the evening and found the doctor on duty very …",Google,False,4,0,0,0,,False,
Cẩm Nhân Nguyễn Thị,N/A,,"You should stay away from the clinic.  My nephew had pus in his leg and was in pain. When he went to room 001, he was transferred to room 003. The doctor looked at his phone and told him to go wash with salt water. Don't walk on your feet …",Google,False,2,2,6,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90Dgir-NNskVBUlRQduitjRxLKghN5WT4tM4sRK6UouiyHLiRduICrcfOsbvNCdECvHIaTY4qTXPrF6YZTa0iJpZz9bwr7L9yuEPV24Jq_AknwWRI0aUAByn2o2URslp8X2MBeM=w600-h450-p,False,
Như Trần,N/A,,"The instructors are very enthusiastic, the doctor is very good at examining patients, and always speaks softly. 10 points",Google,False,1,2,0,0,,False,
Thanhtanvonhiem Anāvilā.,N/A,,"It's too bad, the doctor curses and bullies the patient, doesn't listen, has no medical ethics, and has poor expertise. I'm doctor Nguyen Quang Vy, neurology department.",Google,False,1,0,0,0,,False,
Như,N/A,,"Medical examination fees, receptionists, nurses, and doctors are not friendly and work separately to keep patients waiting. The staff's attitude is bad",Google,True,16,5,0,0,,False,
Bích Duyên Kim,N/A,,"I chose to give birth at Medic. Good service, clean hospital, enthusiastic and attentive doctors and staff.",Google,False,1,2,1,2,"https://lh3.googleusercontent.com/geougc-cs/AB3l90A0ieRub5LbMs5lJojbypy7MoO69ekJ2LdaPmnw-vosBWPa1Zi7hDMqyLaCJwxabH5sE9VcWFkxGn5byq0CCILSj759Wu0j3oTchd-hlgj6QPr_MNs5X8koUY1quErbGHAZCrnA_A=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AV2PPKy93BvRpyh34gk291102ZiY6RpuGXD-_JXtUIqKgtXvMyTQ7QyyoOldDfP4LcFQeVGUFzFou7vlm-4ZA7kq0sdu63azx419zB_9mICMAStWR__ciiseN71yA1cp9HaOiR=w300-h450-p",False,
Hương Huỳnh Thị Kiều,N/A,,"Hospital 1 some doctors work without heart. My leg has soft tissue damage due to nail cutting deep into the skin, causing it to swell and turn purple. I want to go in for a check-up and check if the swollen and purple area is infected? And …",Google,False,1,0,2,0,,False,
Tran Chanh Thanh,N/A,,"The order of the ultrasound is not scientific, people from the traditional medicine department to the ultrasound are not given priority, they sit and wait for nearly 2 hours to get the order, and then go back and forth to the doctor at 11am.",Google,False,1,0,0,0,,False,
Phi Dương,N/A,,"Go see a hemorrhoid doctor. Diagnosed with level 2-3 hemorrhoids. told to only cut. agree to this. And the medicine part. 2 types of medicine, 1 topical medicine. and this 1 medicine. While reading all kinds of instructions, I couldn't find …",Google,True,2,1,3,0,,False,
Huong Làngthi,N/A,,I went to the hospital to have my eyes examined. It was already 11 o'clock. It was almost lunch break. But I was still scheduled for the last examination of the morning. The problem I want to talk about here is the doctor's attitude. Very …,Google,False,1,0,1,0,,False,
kimthoa tran,N/A,,"My child was admitted to the Pediatrics Department
The baby was small and shy so he cried constantly, had difficulty getting a vein, and was afraid of strangers, but the team of Doctors and Nurses were very …",Google,False,2,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CNenvBsCSUcFayYWEpTBRlqtqsFbAaZqIi23bxbjwN_g5vyEQ3tDHX1bjbv0bFsgssg_obJzvRIfvpCNFirEsIC7GavnbG-Riq73mz56xYZD9IU1MIagI3H0NZTCmxHxHO6SK2=w600-h450-p,False,
Khanh Vy Bui,N/A,,"Everyone be careful to stay away from this hospital. My mother went to see Ms. Luu Huong Giang for more than a year, every month she went to get medicine and paid 3-4 million. Then she kept scaring her saying that my mother had this or that …",Google,False,3,2,0,0,,False,
Trường Hà vũ,N/A,,"Went for a medical check-up to change my driver's license. The staff did not provide instructions on the examination process. After the examination, the data was not uploaded to the system but did not make it clear. When I went to make the …",Google,False,1,0,0,0,,False,
Ngon Ngon,N/A,,The doctors and staff here provide good service and enthusiastically guide you.,Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DJ_6CNCh60WzAvBEpryK7TUvoKZ9mr9vds7ocdg9RPMMoRAJXr0g_uOvL4BBoV3HFyQv6jTfHdwm30TQolp98KqM7nc5k_wenny9E1B_l1_trg5IbxUUIMcqZV1t8c5wM_E0s=w600-h450-p,False,
thang nguyen,N/A,,"Too bad. When I asked the doctor to measure my refraction, he asked me to read the words and then give a conclusion. While I read normally.",Google,False,2,0,0,0,,False,
Khoa Nguyễn Đăng,N/A,,"I went for a urological examination at Medic Phu Cuong and discovered I had a stone about 6mm in size. The doctor did not instruct me at all about medical treatment at home, but advised me to use the lithotripsy method. I don't know if the …",Google,False,5,2,0,0,,False,
Congtruyen Nguyen,N/A,,Checked 3-4 times using insurance to guarantee hospital fees. Every time there is a reason for refusal. Bad experience. Promise not to come in again,Google,False,2,0,1,0,,False,
Tran Phi Van,N/A,,"The hospital is quite good and fully equipped, but the urine test results take a long time to come back. The staff should learn to speak softly and respectfully to the elderly who come to the doctor alone.",Google,True,73,683,12,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90BHFXXYvSeY9xqySFMvMvhpRMwpDUZoCzJCA0x7qWpy35QpqQFJewZBu__qRt34huYiDv-bdEhgxm7EcknfpmiSuED8SGhN5cC04Erhy5p-86NyaWn2S4KMG6fpejVvaWY24_NPTg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CJKR65EbTOmQBNOBMuYmcUm36BbPxSgfN6hxk-Eehbcch9csxNQ1lFxMb2u8sJI_SrDFDkqrvuwIj3JLOi0V_M4GPCBgi1yGxUlYuziKpk9tGlfJqtmRKkLNccZwg_71DaVd5W=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90C5UGWSpaf1b6lk3s29wHMLJrsXpmaqNA284Hz93UCYDzXetJst4r06eWnD--EMqf9AUu5hQpngKL_iGnJFAtSePGNihXmfC0s5D5QBmFWNPvNOny6LlyM2PAtYqKV2UnJaIS_LYg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AQRwrPjuJ7kbstNZH3gQ_xW3rqbZqYm7OUHIUT0xVZ01ni1rrNgw7j2LaHNdKBUr3F6EVOCuVjjVepGFa2DU-6IVez9BUvjOEw0geCUcoD8WW04Q7BcHbzFYxqc8E2JTF58Maz=w300-h225-p",False,
Minh Ngọc Chíu,N/A,,"Hospital fees are high, facilities are okay, doctors are skilled but doctors do not love their profession.",Google,False,3,1,0,0,,False,
minh quân trần,N/A,,"Le Nguyen Diem Thi ck2 talks like an uneducated person. The instructions in the prescription and the instructions were different, so when my wife asked again, the answer was that the question was a ""slip"" question. After my wife sat …",Google,False,4,2,10,0,,False,
Công Biển Lưu,N/A,,"The cost of staying in the hospital is horrendous. Before, I thought it was 512 and so on, but when I came to this hospital, it cost 25 million for 3 days, 17 million for my neighbor for 4 days, 29 million for my neighbor for 1 week. With …",Google,False,11,9,28,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CB-QwxQ_hYJ-ZqKE6fD0-ICwVvMPFbGiHDELKSjeHcHwhy6BHYZ7xr65plH9U-hSa0uqQYDL3EVozZ3h33BKxEDq44VbRbzwu9uqaEKVcsYdeEqEgbuIeMM-td7tixf3u7Mag=w600-h450-p,False,
Hữu Biện,N/A,,"The hospital is big, but the two clocks in the lobby can't be adjusted to the correct time. The fire alarm falls out and no one cares to fix it.",Google,False,3,3,5,2,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CDTnWiz93leIP77KfhkUxgDrSljscztoS4dNxNxFDvqpVBN8YzL_5g9Opoa4DTyIpUeRQFQIGv1eSrXEn7mLjYdXQvjEzKR-pGBtUTtn2Nsg08o6u8eE_T7fIQjHjlY6o4CewHzA=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Dvc2774uhRB0EA0Gk78ssI0w4LPdhOpGPj0XD9HjiXCQ-zYZ5LZHuHWqjH24IqET6vaq0X7WiKLTsnNrVcCYjN9gtp8SQonTEWX8zf4-Whoy0fcrBi-eXpRsQnwbAZS6Gc8xc8=w300-h450-p",False,
sa li,N/A,,"no enthusiastic instructions, no paper, where to go next",Google,False,2,0,0,0,,False,
Ny So,N/A,,"The staff had a very bad attitude. They didn't know what to ask, but they talked harshly with their faces wrinkled as if someone had eaten all the food",Google,False,1,0,0,0,,False,
Kim Dung Vũ Thị,N/A,,"Doctors work overtime at 8pm. But the customer care staff are all on leave and can't contact the hospital's phone number.
Just opened, the service is good, the staff are enthusiastic. Service is getting worse day by day.",Google,False,2,0,0,0,,False,
Vanhieu Le,N/A,,too bad nurse cashier doctor really too weak. today my brother had a stomachache brought in for random tests then concluded appendicitis said 12 to 14 million I don't have to save money. the way of working is very sloppy nurse learn how to …,Google,False,4,1,0,0,,False,
Duy Pham,N/A,,"The advertisement said the clinic would be examined until late at night, including Saturday and Sunday. Calling in advance also confirmed the same thing. When we got there, they said the examination would only be performed during office …",Google,False,2,0,0,0,,False,
Goten Son,N/A,,"The ultrasound doctor was very meticulous, gave clear advice, the space was airy and spacious, maybe because it was in the afternoon so there were few patients, overall everything was good",Google,False,1,2,1,2,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Do9r7g6JYEtwzmdH9Kw_8JZRrspDhYPn1FRzcmMXLNXUsz9_PTMQkVgl5aI2UdgbtAjsICzQOEFlhTAzui2p-ACy_B5LpenD6ngGzXbp_EvWvtufGMHTvkpstD-KxjiQN9aa3H=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BO7v_3A6E2ZwKrws5kY9Xpl4ZmeIeg5dPX9KOYxWuZQU3gMTDXy5eNxw9Hlz7mnS03U4qVs_RklDe0tC4ih_Dn0S7l90EdsqSaknWoXY2mGBXiFqJ1cF4dxsUpKLsdyZl5ru0CnA=w300-h450-p",False,
cuongcuto69,N/A,,Why does everyone say the staff curse at customers? I think you guys are very caring.,Google,False,2,0,0,0,,False,
Thuy Nguyen,N/A,,"Normally, my prenatal check-ups here are fine, but this time I had a sore throat and a runny nose. I went to other hospitals and they didn't give me antibiotics, only vitamins for resistance. But I feel like the ENT clinic is making money …",Google,False,5,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DN3mUqkgaWBIjxshMcmnW5Caw3lIxVaC890zznKjJU9Nye0XFfgC9XDSK70Fqq_BLo0B-gWpKyspzv-zPz6Rr4JTFHGeHghbVezHUZMmy8fl-Ik1_s9iGAKa14QovPxFF2Z-leUQ=w600-h450-p,False,
bao long nguyen huynh,N/A,,"Work without worrying about patients taking pictures, going from one room to another",Google,True,19,13,1,0,,False,
Thảo Đào,N/A,,"Room 317 Doctor has attitude, he spent money to go to the doctor but also received attitude",Google,False,2,0,0,0,,False,
Kim Ngân Lê thị kim ngân,N/A,,"This morning, I had an ultrasound. The doctor was attentive and happy",Google,False,1,3,1,0,,False,
Tran Thi Thanh Mai,N/A,,"On September 25, I went to see a dermatologist. The doctor gave very superficial advice. I got the blood test results and returned to the clinic at 11:42, but the doctor had gone out to eat and had to wait until early afternoon. I hope you guys don't visit this hospital.",Google,False,3,1,18,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CThUGlTiq0tqo1gd5KU0DwRXCDQNU1JAcUq17dBxEodd-1Y5Wsfe9b5RZBiOSCyB4_s4x1cVvkpptGrG9xjKsUpFIfVCsRfC4rHXB0WDsM1BZpP3luGN5CbyIIm8QX7uNwsZUI=w600-h450-p,False,
Như Nguyễn Huỳnh,N/A,,"Dedicated doctors, clean hospital, attentive staff.",Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CCrwdXuoUN7905SyvcRMdbQgZ9ZUEl8gL2bJigg9Mn4bst2VK_18UieRmYPWc2qf911pZ4kvGSBq-fN2cVl8hgyAZIpQIckHlFRBfIkDZmOX2XwGghL5VKfJF5aOXaJl-pQpHn=w600-h450-p,False,
Vuong Thai,N/A,,We need an inter-sectoral delegation of Social Insurance - Department of Health - Police to re-inspect this hospital. Health insurance medical examination still requires payment as usual while on the social insurance medical examination …,Google,True,10,12,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90AW8LrJqs-vK8SxSLWQn5SUdMrg71_2XuxeTob6KgZO_-80wezCyTsb4gB_8Fh6lTp8lKti-iKTTM-5KlyVq1dOWQCavtdhBsLEczhkFL5KN00zx6o26NeYBsdr6lTS8XtDkSE=w600-h450-p,False,
VÕ HOÀI,N/A,,"On December 15, 2024 at 9:00 a.m. at the cashier counter on the ground floor, the cashier on duty at the priority box had an unpleasant and difficult attitude towards the customer.",Google,False,1,0,1,0,,False,
vuong nguyen,N/A,,"The examination is just waiting for the patient to ask for money, the insurance company complains over and over and refuses to examine the patient.",Google,True,32,28,0,0,,False,
thuong truong,N/A,,"Doctors, nurses, and customer service are all friendly and enthusiastic.",Google,False,1,0,0,0,,False,
Thuận Nguyễn,N/A,,"The hospital is bad, now I asked for a transfer letter to remove my mother's ureteral tube because she had previously had surgery for ureteral stones at Binh Dan SG Central Hospital (this doctor guided me to the district level where I …",Google,False,4,3,5,0,,False,
Nhân Võ,N/A,,Dedicated service... Highly specialized doctors... Enthusiastic advice... (from words to actions) very worthy of 5 stars,Google,True,15,33,1,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CZw2UUK8N0lGh8O3hJnUfguceKNnHGk5CAwknAm1PfXgGboUDaVgDnV7YXXV6zQaEy_aSrpLvMcd9nt0CxxIfo3BGRvaGCpaZCxNYisNPaOCTahO2zeHviNSJuOD6wmGYvES2TRQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AHE7MPk08vhnstyMvr4vLoQNteUrd4bTYcRk2aimGLgizQ4VKvpb-JlczseZO1rZ95vjj0TG5BAzmmzuzgSva7Aw3iZMQrGzVAHT5O68jtGPhdice_PMwjjU49ccrXD_QM0Bj_=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CnxEc73FEsVQ8WOIURb1Bo0VrVlWtAB1VlCwrmZ8tv6PUVAKuXHdZgmKQ_OqAUMkIzxYF1HYlF467mtiD_nieapXJAWYZ-ZOqffaXgGfU_OYMPRefc7_mHt7A3W8BfqBbVIvBS=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AbMhr-H6hLI0Bo0gqYyfAW_SEi4X5_mEs1JERlaG0NjKs2_9WVXzsnvvQ_TmDIakqina4E-8qdqFWckXO07RoGSxLxNQi0pSsQY-HXYaMbsHA5Xe5kgdeGxNw-sztOsXH2oRWS1g=w300-h225-p",False,
C D D,N/A,,"The employee working as an insurance guarantee expressed his unwillingness to act as a guarantee when the patient made a guarantee for 2,3 hundred thousand?
Every time I come to work as a sponsor, I frown and say that it's too little, is …",Google,False,4,1,3,0,,False,
Nguyễn Lina,N/A,,"With 30 minutes to go, all the doctors and nurses were frantically carrying baskets and going home. They didn't look closely at the test results, so they missed the disease and didn't prescribe medicine for the patient.",Google,False,3,0,0,0,,False,
Tuệ Nghi Lương,N/A,,"The doctor examined me and found it to be normal, but the receptionist at the health clinic at my company found her attitude extremely bad. Because the company forced me to come for a check-up, I probably didn't dare come for a second check-up once. I hope the hospital reconsiders the way the staff serves...",Google,False,1,0,1,0,,False,
Minh Đức Nguyễn,N/A,,"According to subjective assessments through many examinations here, doctors rarely advise, medical diseases with mild manifestations still tend to require tests + imaging examination instead of asking carefully and making a diagnosis based on symptoms and medical history.",Google,True,5,12,6,0,,False,
hastyle hoang,N/A,,"The service is too slow, there are not many patients, but the X-ray takes more than 1 hour to get your name called, then wait for the results for more than 30 minutes and still no results. The last time I went to the doctor, I waited for an …",Google,False,1,3,2,0,,False,
ngoc bui,N/A,,I'm going to sew your baby's feet. The doctor prescribed 2 stitches. K did the paperwork and just asked to pay. But the cost for 2 stitches is 600k. I asked somewhere else and they said the most expensive was only 150k. You should go somewhere else.,Google,False,3,0,2,0,,False,
Nhi Nguyễn,N/A,,"Bad. Don't grab a handful of chopsticks. But there are some nurses here who are very overbearing. Went in for a checkup and asked a few questions for 100k, then got sick and asked to go get tested. After reading the medical records, I was …",Google,False,2,0,2,0,,False,
dao thi mai anh,N/A,,"Blood tests, ultrasounds, and X-rays without drugs determine if a person has appendicitis and requires surgery. As a result, the child went to hospital 512 and had no reports of follow-up. Face off from here. Luckily that day, I met Dr. Nhi …",Google,False,4,1,0,0,,False,
Trần Giàu,N/A,,"The hospital is clean, in general everything is fine",Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BuxsJVHXJVMBbunK272vIiMTl61DHe8R0Lx_pZwE3DouIMVYFE2MwmcXqJ9ma10WfyMZxyt2PY5aPblV5hrw5nGCsR_ls2cjC8MF9eBhmWMQDzF2Snq6zuYvI0KIKEJcpvv5Sk=w600-h450-p,False,
Thanh Tồng Đặng,N/A,,"Very unkind, the hospital only prioritizes status and not the elderly and weak",Google,False,4,6,0,0,,False,
Quan Mch,N/A,,"Take your wife to a prenatal check-up. Friendly staff, clean house. At this time, the hospital is being repaired so it's a bit messy",Google,True,5,18,1,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CLNGzFzYhEbxyRB8IDRNYGsjMxeaw953KZZ5ttpeBSZ7nKNjJm9z5ThWLLZI5WdaA8bG4_YzRnZZJP08IucT8kh82Hm0-2q3yQlQHuxFOS24ntNgyO7lpGjervK8Re-u4q3LM=w600-h450-p,False,
Như Nguyễn Huỳnh,N/A,,"Clean, attentive staff, quick examination.",Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90A98oTZHQLdtbMk7dbLwXdVNmbrfcrxWOxITe6ialBoTi3cao2GohpZne9ZyIP1ZJ2-YXGjXf-obmUYhwVI_SrxXLWwKbW0HPdkklRgrc9Z_nfqJMgKmixzLhMQAwVZZ829cpCaAA=w600-h450-p,False,
Trinh quach,N/A,,"My family member had shoulder surgery here, instead of screwing, the doctor advised cosmetic nail surgery... after 10 weeks the bone still hasn't healed, the nail is running back and forth in the shoulder, almost got dermatitis... very disappointed... now CTCH hospital has ordered another surgery, a waste of money and time",Google,False,5,6,0,0,,False,
Trong Pham,N/A,,"I didn't comment to comment on the quality of Medic Binh Duong, but because I saw a comment from Mr. ""Minh Quan Tran"" about Dr. Le Nguyen Diem Thi. The other day, when I found out information about Dr. Thi's clinic, I found out that he …",Google,False,5,0,19,0,,False,
Trâm Nguyễn Ngọc,N/A,,"The cashier and even the doctor also have the attitude of smiling and laughing when they hear the patient's illness. People with sensitive diseases make them shy, but if they still have such an attitude, they are extremely speechless. If …",Google,False,1,0,1,0,,False,
Toàn Thanh,N/A,,Nice comments about this hospital.. enthusiastic doctor. Small and light. Airy space. Clean. The downside is that the arrangement of the examination place is not professional. The medicine is gone,Google,True,28,34,2,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90D9XFJUG5hczi8g2sGzKqLPa5V1URVrrItihpGyNCLyeRiR1dR1WStZXespuDfnqI7ZySQkAlmBxCU8SPGTJ9GEIFMbWY2-qhBuNlLuHDZYUbrgeqjQFMatPX2W9vNwN8I8QtbE=w600-h450-p,False,
Minh Dũng “Tú Anh”,N/A,,"Now I'm taking my child to see a TMH doctor. Saturday afternoon is empty. Dr. Diem Thi, but when examined, he was a CKI doctor. Not talking about expertise, but the service is at an acceptable level. Currently I give 4*, next time I will update if I come again",Google,True,68,32,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DJIcAEUI5esf9Th0xY4NBteSRrbSFGOh40apzpYnpeb-lhQgiAFFwnffEGTgkjvD05Dd737qnQMJJcI9DlZTB1a1neR50XanaFXDbjrN-tuJvyA61LRttBc5cbVEtfeIWWQg87=w600-h450-p,False,
LƯU VĂN HẢI,N/A,,"The doctor is not enthusiastic. The general cancer screening check-up totaled more than 9 million, but the doctor in room 315 only responded on blood tests with no screening results.",Google,False,2,0,1,0,,False,
hoàng anh ôn,N/A,,Just finished praising and then marked negative. Too bad. Power outage. The hospital had power outages. I wonder if it was a waste of money to run a generator. Having to take care of a patient from the 5th floor down and up feels terrible.,Google,False,5,6,2,0,,False,
Platonmider Antony,N/A,,"What a terrible hospital, I could only go in on Sunday but the system had an error and I had to wait.",Google,False,6,0,0,0,,False,
