Author,Date,Rating,ReviewText,ReviewSource,IsLocalGuide,Review Count,PhotosCount,Likes,PhotoCount),PhotoURLs,HasOwnerResponse,OwnerResponse
Hoàn Đặng,N/A,,I have just been discharged from the hospital here. I would like to thank the doctors and nurses at the Department of Surgery for their dedicated treatment and caring during my stay here.,Google,False,2,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BSxNPVxm3RzZOmJA92M7s-QrgHya-Hkyq3Oqqr2Je-h3i4KZLF_Tfy2Ob_ivMTqSn_9ErHzVl5B8fdhDOd2PR4biZNbpq8bPAFdzMIOSzS6JJ6ow9WB50ObY2XK2xU5CMnHLNL05qmkLg=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Mr Henry,N/A,,"The emergency room was quite attentive, but the internal medicine ward had a very bad experience. The night nurses were very good and enthusiastic. The day nurses brought 4 IV bottles down to the patients at 8 o'clock. When the bottle was …",Google,True,93,362,0,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90A_iwU3aGztQclSopM23t6zUnRUigC_BOHoij_Gw-HyEfBd5TYUSIsV0fTAPsHOzR8LxKmlzMZjteiTrNT_XplLzLG_y8-GaKrmrJHIzcaAfLSCqxVJ4i0zrzb2W4B6LjCX9wu8=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BtYFrohnu0PBQWcwjJbgeHlJ0Y4FAl7pXi5bptE7NR_9A3MTBXeQu4dVBzFrGmTsZosXPmQzUhw1IrcUYMrhL8eH0s2TrkUOhLOTTL22tTPeVwiL8vHGZ1cAk-YrD_fxmUmk-1BQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90ARU9xXI_FPwh3SpNTeqN0AqGu65yt0fLP9rxBNgj8CXQQ5ScvjgJWMI0a-NCKHsuA3zClOTIUopjBo4QmZGdlZ0GggcwpxRXh1FJ37F4ld3ElLsfhhjJr4K6_LQ-ZiC1yQLP45=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AQ5Zev2w-s3tpUF89KUBiPtF5kmEsN2ZrZGNKDhoZQEEXFJuNbWR2kg7PZHesY4FKmlZrhlejPpLX2HUFOs6YMFmaB7W9GIs2Rbxmg9mBM_17s1p-cWB8XP4Jdr4q-H5KwOJwtyA=w300-h225-p",True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. Please provide your information (Date of examination, full name and phone number) to … More"
Trâm Trần,N/A,,"Actually, this is the second time I have been to this hospital and the hospital has had many positive changes. My relative had a temporary anus and sigmoid colon. My relative was admitted to the hospital from May 12 to May 19 and had Dr. …",Google,False,4,5,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BWFBG12CHQ8XL8_t3dkZusrKMHVgqXZ6ijaCnVHIh31i_0xFegbU5ResI0TBRg2TzRsDW1p7Y742SH4umYGrhZ_oOcfswrmrpSOSbNPlUyDeaiCs-UHy3Y3vNxurMDyUFlmmQ1=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Yen Do,N/A,,"It's so different from what people say about hospitals. Although not as good as private hospitals, the hospital is now more spacious and cleaner than before. Doctors and general surgery department staff enthusiastically examine patients and …",Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90AkZ91lEmB0bJrcHqna0D0CMGeWYQKKZlx5_1FTeWICI0U57rJMnFCDJxqL2GxlEQJ1P_Z6nPR55vdS9pCJalhOWJo2N9QukjrPW28VlL5ffceELleS3NZfyjh8LT8Ira3S_7Kb=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
So Trum,N/A,,"My name is Loi, I am in the general surgery department. I had anal fistula surgery. During my stay in the hospital, I found the surgeon very good, cheerful, and the nurses were very supportive when needed. I trust and stay here. I sincerely thank the general surgery department.",Google,False,3,13,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DqgmUXYPKL8RfafpCFbcQsNjqTESwPxpQyhbVWZcSiylN1PpZG-5I8p9QCYoKikTv4SjTbRuqHAXlwpYPxPZATuhg8ZMXcVLN28AkhsOGfWcj5lTU4An43b0XIOIST627l_NSbM0D-RPs=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Luan Bui,N/A,,"Morning shift on Wednesday, July 2, 2025, obstetrics and gynecology department. Distinguish between insured and uninsured. Consultation if the examination is not covered by insurance, it will be faster. Consultation is not clear (not sure …",Google,False,2,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
JadeS Hoàng,N/A,,"It is true that when sick, the patient needs a doctor.
There are many bad reviews about this hospital. Maybe just add the hospital part that has a lot of mosquitoes.🤣 …",Google,True,106,269,0,0,,True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. Please provide your information (Date of examination, full name and phone number) to … More"
Gau Map,N/A,,"Although the hospital is not very clean, the doctors and nurses are very good. Especially the young nurses are very cute, everyone is talkative and has a pleasant attitude. The hospital campus is large and cool. Going to the hospital feels …",Google,True,1,17,0,0,,False,
Diệu Hiền Phạm thị,N/A,,"I am being treated at the general surgery department and was discharged today. I found the doctor to be cheerful and friendly, highly specialized, and the nurse to be cheerful and friendly when I needed him. When I was discharged from the …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Dung Lê Thị,N/A,,"The nose and throat department is very good, the care is very dedicated, thoughtful and attentive. The nurses are very careful in taking the patient to surgery. Today, my child is discharged from the hospital. I really hope that the …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Trang Nguyen,N/A,,"The ENT department is very good, the nurses are very attentive, the doctors are attentive, the nurses give me instructions on post-operative care before and after surgery, which makes me very satisfied. Today I was discharged from the …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hai Minh Minh,N/A,,"The ENT department is very good, the care is very enthusiastic, the staff is attentive, the treatment is effective. My child was discharged from the hospital today, thank you department, I wish the department more and more development.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Linh Trần thị,N/A,,My father was hospitalized from April 24 to May 8. He had a collapsed lung and multiple rib fractures during his stay in the hospital. He was in a lot of pain. He was taken care of by the hospital. All the nursing staff were enthusiastic …,Google,False,1,1,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hà Nguyễn,N/A,,"The nose and throat department is very good, the nurses are very dedicated, attentive, the surgery is very thorough, very cheap, suitable for the common elderly, I would like to thank the department. I wish the department to develop more and more, the facility to develop more.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
グエンロック B2,N/A,,"The ENT department is very good, the care is very good, thorough, the doctor is very careful, I was discharged today, thank you department, I wish the nurses to be more and more dedicated to serving, the facility will be improved.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Minh Tú Phan,N/A,,"My uncle has been on dialysis in the general internal medicine department for over a year. Every time he goes on dialysis, the nurse calls him down to the dialysis department to do it. That day, the doctor in the department discharged him …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when using the service. 
The hospital would like to sincerely thank you for your comments. 
Sincerely thank you."
Zoizoi nguyen,N/A,,"The medical examination was okay, but the medicine dispensing was not satisfactory at all. They didn't call the patient to get the medicine, but called him countless times. Huh, I was sitting next to him and he didn't even answer. Was he calling too much?",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
Hân Gia,N/A,,"The experience at the emergency department was very bad, the patient needed to unclog the urinary tube urgently, a nurse tried to unclog it but it was not successful. After about 30 minutes, I wondered if I would ask the nurse/nurse with a …",Google,False,2,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90Bnw1PjDVzPlK9_QiRXZ4CXVP6401-mpYOWEpetVQMjM5l8zb8qEG4k46Z8H53slJYFv0XgIRYBA0IJ-iQWdUTIVgjsls6CXnu2PTMuoJF8OB9CfjpIHMpKOq6c3WUFLkn6qHSW=w600-h450-p,True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. Please provide your information (Date of examination, full name and phone number) to … More"
Hung Vuong Phan Van,N/A,,"The nose and throat department is very good, the nurses take care of me very enthusiastically, the surgery appointment process is clear, I am very satisfied, I thank the department very much, the nurses always take care of the patients, the …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Mr Hoàng,N/A,,"The hospital has all departments to serve all patient needs. The wait is quite long, anyone who wants to see a doctor early should go at 3am, 4am is the number. The staff is enthusiastic.",Google,True,301,265,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90CNhKTa9_hKaltTi8hrlQu472pogYSX3kF2hP-o9jwsKbHWRXHp9n0XPryVRQ6fm8F5S3ny3H2CCYiqHlGvsl0kwdfDV10Ls8m58Vc86N0oFwKB3zPXla2hVm_rmGpwWPeuj2Cq=w600-h450-p,False,
Nguyễn Trường Giang,N/A,,"How does the hospital work?
Stayed in the hospital for 4 consecutive days, on the 5th day, at 8am, they told me to transfer to Saigon for treatment, until 3pm in the afternoon, they told …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
LY HỒ QUÍ,N/A,,I currently have dengue fever and appendicitis. The doctors are very supportive and treat me very thoroughly.,Google,False,5,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Thùy Ngọc,N/A,,"I will never forget this hospital that ruined my life. On March 12, 2023, a fan cut off a joint of my index finger, but the bone was not broken, just the skin. After taking me to this hospital, the nurse finished bandaging me and made me …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
Mỹ Hạnh ngô,N/A,,"Doctor Bao Thanh of the Neurology Department is very enthusiastic, caring for patients, and speaks softly and politely. On Friday, May 30, my mother had high blood pressure and signs of complications. The doctor examined her …",Google,False,2,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
nguyễn Hoa,N/A,,"I have been here many times for check-ups. But it's really bad. Most recently. I made an appointment to get the results in the afternoon. When I got there, the room was dark. I waited a long time and asked, but the doctor said he had …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
hauphuong vonhu,N/A,,"Is this hospital looking down on people or something?
I brought my family member in for a check-up and they gave him IV fluid from 6:30pm to 9:30pm and he still didn't check up …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
trang nguyễn,N/A,,"Terrible experience. At the end of February 2024, I went to the medical examination center for a foreigner. The receptionist had a bad attitude. When asked for a urine sample tray, they kicked the tray with their foot. When measuring height …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to welcome you.
The hospital is very sorry for your unsatisfactory experience when using the service. After reviewing your feedback, the hospital has recorded that the staff in … More"
Tin Hoang,N/A,,I am a patient in the general surgery department. I have chronic appendicitis. I feel that the doctors and nurses are dedicated and attentive. I trust my family to stay here and be discharged. I thank the general surgery department.,Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Việt Nguyễn Khắc việt,N/A,,"The ENT department is great, they take very good care of me, the nurses at the department are always enthusiastic, attentive, understanding of patients, I am patient Khac Viet, I was discharged today, I will recommend to anyone who needs to go to Binh Duong General Hospital. Thank you very much department",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hoàng Trần Thanh,N/A,,"Today I am cured and discharged from the hospital. During my stay in the internal medicine department, I was taken care of wholeheartedly by the doctors and nurses of the department. I sincerely thank the internal medicine department.",Google,False,1,3,1,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90AI6f9HYR_XaSOgKCLkqNcrN6594mlOILk2mJEKeY84uK-WBp-6h04IBPAax2NGrar6sYI_Ak7EnZvJLEW-ENkNHX6gXi_7Mduv7ZsI0PfdA06CNYklQ-NxS506AJw5TYzMYZQC=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hải Hà TV ĐẤT NỀN ĐẦU TƯ,N/A,,"A patient went to a provincial hospital for emergency care but waited like he was waiting for a doctor. In addition, he was in pain and went to the hospital but there was no medicine. So why go to the hospital in the middle of the night? Better stay home.",Google,False,4,4,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry to receive your unsatisfactory experience at the Emergency Department. 
The hospital would like to acknowledge your comments. 
Sincerely thank you!"
Anh Nguyệt Tran,N/A,,I am a patient in the general surgery department. I give 5 stars to Dr. Tam and a nurse named Vinh. Very attentive and dedicated. I wish Dr. Tam and Vinh always have good health.,Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Tan,N/A,,"The patient had a broken tibia but it took 3/6 hours of the golden time to treat, couldn't wait (when asked but said there were many other patients and kept waiting from 10:40+ to 13:00+ then saw that it was not good so transferred to …",Google,False,4,2,1,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
Nammm Nhựt,N/A,,"My name is Nguyen Kim Nhut Nam
I had an appendectomy in the general surgery department
I was hospitalized from May 8 to May 12. Today, I was discharged from the …",Google,False,2,1,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hau Nguyen Van,N/A,,"The security guard holding the ticket to and from the hospital spoke and said ""You/I"". On duty on April 11, 2025 at 06:30. Patient entrance gate, gate attendant takes tickets - not emergency gate. …",Google,False,2,3,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BvVbtnU80SaJ331Ez3yDHIyJwkuQE_tSWXI_NI87bpea1EmlwSvCXr54wd3jz-goyflm3WpASiWSO3O2ZR9Zfd6uQjvg7ueJwdtY-3Csd3SDXKmvExAF4LjIJcklLOnEo5DVZk9g=w600-h450-p,True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. After receiving your feedback, the Hospital would like to respond as follows: … More"
Xeng Truong,N/A,,"An experience that could not be more abundant:
The day I went to see Dr. Tran Mong Hoang - Maxillofacial Clinic as follows:
1. The staff's attitude, calling the patient's name could not be more concise, …",Google,False,4,1,1,0,,True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. Please provide your information (Date of examination, full name and phone number) to … More"
Tú Lương Hồng,N/A,,"I was treated at the General Surgery Department of Binh Duong General Hospital at the end of 2024 for laparoscopic gallbladder surgery. I must say that I am extremely satisfied with the facilities, equipment and professional team here. The …",Google,False,2,1,1,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90DtAu9yQRbGJN4C1-k1qhM9_8yF7Z6NR_gOwWpADjD3o9_QcFDGfYcMDBlPF0rKo6bzG7XNXXj3UK8wnaA2FwkBgbWMXVyaJr3Fc16G6a6u-POkCY1Fxj8mv4QLmNVZTAFIlbrUsA=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Kẻ Lang Thang,N/A,,"Everyone, look at the provincial hospital. Lose even cheap student accommodation. Extremely dirty.",Google,False,1,15,1,4,"https://lh3.googleusercontent.com/geougc-cs/AB3l90AJJ1y7fF3prbDMk6oJXrf6TAkCCgbVEWCQR93Y_aOF2ncojYOeBJXnPQjlYSYkJXHjQoNIV18ngO7NDHffGFcnMaosJJr9G8jWf92WqMsQZSe3WB2Hmkn7BWBS5xMdEWmTTQQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90ALxZrfCIxXJziTTkSAB9uUBXEKm3Fje7LRXI2GI_YhNqVXyFlcGCf04XVgcCBx9IVku0QLlk0uuBY1wjIPv2hibWvh2B8jJgqlXS9C3nLgqjUKtmb_V0nKPK3oa57-4Ntg6AYgIg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90CuvRNWZtcKp7v6KX8I34zCSQFND9PoFmKyWnkXXcsYbXniY6X1kmB--yZjnp-decWw7nyZu61q54s_U9dhlsooLnYcV-25-sJ3hlLvI7FTtbFX-tw_Km3TCahhqOFgOi4LvPRx=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BcBu9uFcgwPMuhDdZY2_QnmPNb_SCcLoEgOzAJDsa7wEseD517DPQVPzr3xQfHniKTzubJQnitogx22Vg0TqiaB71xmpYBunAFkaTl_iEPrZFX1FFMpMlhg3kK0Cib6QbzLHr5Sw=w300-h225-p",False,
Ky Phan,N/A,,"Patient Phan Van Nam
Had pneumothorax, rib fracture, s9 segment tear, after being admitted to the hospital, the doctors and nurses were very dedicated in treating me …",Google,False,3,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Be Pham,N/A,,"The ENT department is very good, good treatment, the rooms are old but in return the department is very dedicated, all the nurses are enthusiastic, take care with all their heart, I wish the department will develop further. Thank you for treating me.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Anh thợ nhỏ tv,N/A,,"I came from Binh Phuoc to hospital in Binh Duong province to give birth. All services were good from the moment I was admitted. In the obstetrics department, I found it clean. I chose the VIP room at the hospital to stay comfortably for …",Google,False,1,2,1,0,,True,Binh Duong Provincial General Hospital would like to welcome you. Thank you for your trust in using the service.
Em Na,N/A,,"Going to see a doctor without insurance... you have to have documents from the lower level to be able to pay... this is the case I just encountered when I went to see a doctor in Chau Thanh. Saigon hospital is normal, why doesn't this state hospital not pay half way? What my aunt experienced was bad",Google,False,1,0,0,0,,True,"Binh Duong Provincial General Hospital would like to sincerely thank you for trusting and using the services at the Hospital. The hospital regrets that your experience was not as expected during your examination. After receiving feedback, … More"
Ngọc Thoa Đặng,N/A,,"I took each patient to have an x-ray in the powder room, the doctors and nurses were very enthusiastic! The reception desk gave information and borrowed a wheelchair very properly, the cashier asked for directions, she had a mouth that …",Google,False,14,4,2,0,,True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. Please provide your information (Date of examination, full name and phone number) to … More"
huong phan thi xuan,N/A,,"I have a relative named Tuyen who had surgery for a psoas abscess, high blood pressure, diabetes, a very serious illness and was operated on by a general surgeon to save my aunt's life, treated until my aunt's health stabilized and she was …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Tâm Nguyện,N/A,,"I took my relative to the hospital. I saw that the doctors and nurses in the CC area were too hard, the hospital was crowded, and I still had to go buy some things for the patient. When I left the hospital, I still had to pay the hospital …",Google,False,1,0,0,0,,True,"Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. 
The hospital would like to sincerely thank you for your comments. … More"
Phát Nguyễn,N/A,,"My mother was in the general surgery department from May 12 to May 29. During her stay in the hospital, I felt that the doctors were enthusiastic in examining her, the nurses were friendly and cheerful. When I called them, I immediately …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hoai Linh Pham Văn,N/A,,"Just one word, ""Bad."" My father was in the ""general internal medicine department, ward c, 2nd floor."" Even though I didn't know about the patient care process or how the nurses or nurses were here, when he ""needed it, there wasn't one."" …",Google,False,1,0,0,0,,True,"Binh Duong Provincial General Hospital would like to welcome you. The hospital regrets your unsatisfactory experience when visiting and using the service. Please provide your information (Date of examination, full name and phone number) to … More"
Thị Thúy Trần,N/A,,Thank you to the medical staff of the Internal Medicine and Artificial Kidney Department for creating favorable conditions to help me during my treatment during my hospital stay.,Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Út Nguyễn thị,N/A,,"I have a relative named Nguyen Van Chien in the general surgery department with a ruptured sigmoid colon. The doctor is cheerful, attentive, and friendly. The room is clean and airy. Thank you very much to the surgical department.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Hiền Nguyễn Thanh,N/A,,"Namo Ksitigarbha Bodhisattva.
My experience at the hospital is now much better than before. The nurses and doctors are more dedicated than before. The rooms are clean. The general surgery …",Google,False,1,1,0,1,https://lh3.googleusercontent.com/geougc-cs/AB3l90BqKlIvRRCCcrRtAcIWEauAejgj1wLaLH6dwX5Byi9PnxS5yyZR9ZFNn3BpP1Yvtp58qZF3yoSj1HXq8ZDZgLANVfzB0EtYapNy8sNzXyHFz8bLNe4WfObkEjVT6E1hBRS6FOan_w=w600-h450-p,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Nam Vĩ Vlogs,N/A,,"I went for a medical examination at Binh Duong Provincial General Hospital. I received a painless colonoscopy from Dr. Quoc Du. I was thoroughly examined by Dr. Du, enthusiastically consulted, and thoughtfully cared for and guided by the …",Google,False,2,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Venh Lam,N/A,,"The ENT department is very good, the nurses are very dedicated in taking care of me and giving instructions. I would like to thank the ENT department and wish the department to develop more and more. I was discharged from the hospital today.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Ngoan Nguyen,N/A,,"I have a husband who had surgery on his left chest wall while he was hospitalized in the general surgery department. I feel that the doctors and nurses are very dedicated, enthusiastic, cheerful and friendly, treating my husband. Today, I …",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
nhy nguyen,N/A,,"I feel bad and very very bad the team of doctors are not professional, attitude, do not pay attention to the patient with stomach ache, want to faint, sitting and chatting on the phone",Google,False,3,2,0,0,,True,"Binh Duong General Hospital would like to welcome you. The hospital is very sorry for your unsatisfactory experience when visiting and using the service. Please provide the patient's information (Date of examination, full name and phone … More"
Nhi Phạm,N/A,,"My mother is in the general surgery department. The doctors and nurses take very good care of her... gently, talking softly to the patients... I thank the department for their enthusiastic care.",Google,False,1,0,0,0,,True,Binh Duong General Hospital would like to sincerely thank you for trusting and choosing our examination and treatment services. We wish you and your family good health. Thank you very much!
Đỗ Trung Uý,N/A,,"A bad experience, taking a drug test (urine, including 4 indicators) to work as a taxi driver. To be introduced and guided to a high-quality department (actually not high), you have to spend money for examination and buying a book, totaling …",Google,False,1,0,1,0,,True,Binh Duong Provincial General Hospital would like to sincerely thank you for trusting and using the services at the Hospital. The hospital regrets that your experience was not as expected during your examination and use of the service. … More
